ID,"
ZIP",Total PIF Q1 2010,Total PIF Q2 2010,Total PIF Q3 2010,Total PIF Q4 2010,Total PIF Q1 2011,P&C PIF Q1 2010,P&C PIF Q2 2010,P&C PIF Q3 2010,P&C PIF Q4 2010,P&C PIF Q1 2011,AF PIF Q1 2010,AF PIF Q2 2010,AF PIF Q3 2010,AF PIF Q4 2010,AF PIF Q1 2011,% multi-line Q1 2010,% multi-line Q2 2010,% multi-line Q3 2010,% multi-line Q4 2010,% multi-line Q1 2011,% Retention Q1 2010,% Retention Q2 2010,% Retention Q3 2010,% Retention Q4 2010,% Retention Q1 2011,created_at,updated_at
917,11212,366,192,328,114,404,55,109,480,339,228,296,197,212,30,321,30,58,21,76,60,86,12,14,78,49,14/9/18 0:00,14/9/18 0:00
918,11213,475,192,242,328,401,484,181,127,165,374,398,455,53,134,417,35,40,100,36,66,0,82,61,62,20,14/9/18 0:00,14/9/18 0:00
919,11214,106,18,87,488,168,142,103,226,313,250,247,332,327,203,5,86,94,13,93,67,66,21,6,60,69,14/9/18 0:00,14/9/18 0:00
920,11215,188,3,211,213,96,282,365,152,37,457,325,213,18,493,416,97,98,11,76,2,89,72,52,57,12,14/9/18 0:00,14/9/18 0:00
921,11216,72,1,139,109,89,129,135,360,404,120,460,24,220,340,368,91,33,94,38,84,78,92,50,59,21,14/9/18 0:00,14/9/18 0:00
922,11217,355,19,454,100,93,87,67,87,167,256,412,377,320,136,340,33,27,35,60,9,1,73,76,76,81,14/9/18 0:00,14/9/18 0:00
923,11218,185,397,107,266,245,25,154,500,294,197,126,33,286,226,427,79,19,9,40,32,64,89,50,20,11,14/9/18 0:00,14/9/18 0:00
924,11219,171,270,474,51,486,438,461,451,19,333,489,100,318,129,460,88,63,72,79,68,37,65,0,93,84,14/9/18 0:00,14/9/18 0:00
925,11220,364,67,216,428,150,228,59,300,366,192,247,362,484,130,223,12,38,2,36,6,77,95,92,82,31,14/9/18 0:00,14/9/18 0:00
926,11221,110,336,112,233,487,484,495,306,284,115,231,370,158,315,178,46,74,75,73,4,54,66,52,32,31,14/9/18 0:00,14/9/18 0:00
927,11222,50,268,222,89,12,110,47,492,234,447,273,471,383,409,56,38,67,38,26,55,26,42,12,98,54,14/9/18 0:00,14/9/18 0:00
928,11223,210,468,66,60,482,291,406,376,192,437,275,164,157,78,303,44,87,54,70,20,62,33,57,14,28,14/9/18 0:00,14/9/18 0:00
929,11224,94,407,353,187,485,79,382,400,99,136,252,35,121,80,51,86,10,55,15,77,2,87,70,56,2,14/9/18 0:00,14/9/18 0:00
930,11225,411,140,289,58,301,298,144,485,394,434,117,359,1,342,69,59,30,88,97,9,2,91,19,51,28,14/9/18 0:00,14/9/18 0:00
931,11226,364,120,336,202,231,358,171,283,42,31,414,6,456,374,90,36,38,93,4,75,63,55,70,87,35,14/9/18 0:00,14/9/18 0:00
932,11228,363,324,270,483,214,277,195,276,275,399,118,365,42,479,388,84,2,33,43,42,54,34,59,56,19,14/9/18 0:00,14/9/18 0:00
933,11229,110,249,314,62,325,379,345,86,301,485,33,453,418,186,101,59,25,94,53,12,52,85,82,4,25,14/9/18 0:00,14/9/18 0:00
934,11230,19,498,165,266,318,142,128,417,273,156,203,419,495,100,287,71,21,21,70,79,10,8,16,92,73,14/9/18 0:00,14/9/18 0:00
935,11231,415,87,349,253,298,443,2,388,291,45,151,208,361,294,61,33,17,24,49,25,12,51,95,62,14,14/9/18 0:00,14/9/18 0:00
936,11232,190,474,463,360,362,231,295,97,107,488,100,228,41,496,396,41,9,69,38,16,78,39,53,30,62,14/9/18 0:00,14/9/18 0:00
937,11233,252,401,154,252,104,142,394,410,221,377,35,242,271,130,239,85,52,87,57,84,10,97,71,91,89,14/9/18 0:00,14/9/18 0:00
938,11234,185,60,111,304,107,243,284,203,41,459,415,80,425,272,6,64,93,27,46,66,83,62,51,64,76,14/9/18 0:00,14/9/18 0:00
939,11235,361,283,10,85,182,21,481,232,389,93,206,377,78,452,116,48,45,44,85,1,46,39,49,37,80,14/9/18 0:00,14/9/18 0:00
940,11236,130,374,35,118,319,499,326,289,324,414,235,180,279,195,60,41,3,90,32,24,47,95,31,76,98,14/9/18 0:00,14/9/18 0:00
941,11237,342,317,384,179,179,346,1,246,429,102,142,49,311,61,284,59,72,32,75,52,79,24,38,80,77,14/9/18 0:00,14/9/18 0:00
942,11238,169,297,271,152,324,59,160,477,243,186,225,259,27,494,50,48,96,18,2,46,42,15,42,47,77,14/9/18 0:00,14/9/18 0:00
943,11239,376,180,497,346,339,198,150,393,55,496,81,450,166,317,276,57,98,31,69,40,42,22,62,63,45,14/9/18 0:00,14/9/18 0:00
944,11354,488,443,423,7,84,23,431,14,2,387,236,27,16,322,93,58,54,83,68,47,89,29,97,49,50,14/9/18 0:00,14/9/18 0:00
945,11355,298,128,12,284,225,67,36,127,90,79,206,133,139,391,472,4,83,9,63,64,24,84,88,38,5,14/9/18 0:00,14/9/18 0:00
946,11356,41,382,245,68,144,397,34,413,325,443,104,193,42,259,92,15,71,8,51,74,3,44,66,94,20,14/9/18 0:00,14/9/18 0:00
947,11357,12,453,243,188,361,90,148,231,60,315,229,50,388,98,103,65,51,45,89,75,40,83,14,29,46,14/9/18 0:00,14/9/18 0:00
948,11358,305,108,80,125,309,322,103,494,465,30,229,450,39,233,178,80,64,13,79,76,86,40,15,39,12,14/9/18 0:00,14/9/18 0:00
949,11360,168,28,340,172,82,414,52,363,168,254,116,175,311,219,237,81,44,86,36,57,56,23,54,43,41,14/9/18 0:00,14/9/18 0:00
950,11361,257,228,291,296,456,127,316,425,297,158,208,296,229,179,59,53,63,90,23,87,4,54,26,43,76,14/9/18 0:00,14/9/18 0:00
951,11362,362,341,148,146,362,253,273,400,211,358,384,102,17,78,346,59,22,78,28,69,8,57,58,71,20,14/9/18 0:00,14/9/18 0:00
952,11363,295,262,82,226,144,84,377,304,337,90,26,79,336,54,139,74,6,64,55,51,51,57,87,66,54,14/9/18 0:00,14/9/18 0:00
953,11364,2,457,235,101,498,463,35,162,306,451,56,203,30,130,357,39,15,17,49,80,39,28,59,73,88,14/9/18 0:00,14/9/18 0:00
954,11365,8,380,68,358,43,123,384,35,234,260,203,195,64,331,278,95,8,76,94,99,11,26,41,62,17,14/9/18 0:00,14/9/18 0:00
955,11366,60,38,132,75,463,4,368,89,95,417,315,90,468,229,385,82,92,34,75,5,1,10,98,47,46,14/9/18 0:00,14/9/18 0:00
956,11367,271,416,331,331,435,305,388,454,17,24,359,286,10,347,164,92,14,22,73,11,30,57,44,70,5,14/9/18 0:00,14/9/18 0:00
957,11368,7,417,58,322,310,192,166,457,138,18,256,457,444,373,134,11,34,88,59,64,70,0,8,58,8,14/9/18 0:00,14/9/18 0:00
958,11369,43,32,431,346,106,218,224,176,372,115,490,370,303,173,76,90,31,62,73,66,89,66,13,45,31,14/9/18 0:00,14/9/18 0:00
959,11370,181,277,66,204,374,444,318,29,275,144,365,77,47,453,486,4,16,79,4,7,75,78,8,42,5,14/9/18 0:00,14/9/18 0:00
960,11371,3,389,481,251,402,402,31,3,434,267,41,1,192,389,145,69,4,14,36,13,8,25,83,19,27,14/9/18 0:00,14/9/18 0:00
961,11372,411,304,429,307,53,116,305,460,45,168,53,397,122,466,431,59,38,88,20,76,85,80,52,51,57,14/9/18 0:00,14/9/18 0:00
962,11373,177,102,284,151,9,130,208,436,70,231,272,62,481,64,195,87,79,9,78,42,83,71,20,80,86,14/9/18 0:00,14/9/18 0:00
963,11374,271,493,343,469,285,156,70,114,7,65,87,401,316,348,89,4,44,38,56,70,82,34,3,62,72,14/9/18 0:00,14/9/18 0:00
964,11375,117,176,395,122,281,450,156,141,249,61,263,340,415,285,381,19,73,4,95,88,11,54,14,20,58,14/9/18 0:00,14/9/18 0:00
965,11377,7,126,7,138,285,483,247,487,282,336,274,130,80,62,27,88,33,83,30,69,85,52,72,96,88,14/9/18 0:00,14/9/18 0:00
966,11378,443,403,426,473,438,382,395,143,194,409,296,255,37,314,346,50,89,74,100,2,1,13,69,61,37,14/9/18 0:00,14/9/18 0:00
967,11379,138,366,121,311,293,72,218,315,291,381,326,199,398,412,450,21,23,96,91,15,41,67,78,23,6,14/9/18 0:00,14/9/18 0:00
968,11385,462,107,368,204,107,55,102,328,230,406,46,416,214,298,262,97,45,6,24,11,81,57,88,53,6,14/9/18 0:00,14/9/18 0:00
969,11411,24,69,346,320,455,319,132,461,492,485,136,286,249,126,3,53,70,7,59,70,79,86,34,69,64,14/9/18 0:00,14/9/18 0:00
970,11412,332,313,109,105,449,154,323,427,401,74,442,433,413,66,72,22,21,6,54,11,68,58,37,7,81,14/9/18 0:00,14/9/18 0:00
971,11413,340,147,219,311,260,236,66,3,89,386,144,248,490,268,360,47,55,31,58,100,62,56,87,6,40,14/9/18 0:00,14/9/18 0:00
972,11414,265,41,97,184,408,211,170,374,427,459,248,17,481,42,97,20,63,48,75,87,72,86,37,65,7,14/9/18 0:00,14/9/18 0:00
973,11415,242,445,277,416,342,148,209,460,123,221,452,158,79,383,117,92,76,74,55,75,57,84,21,63,82,14/9/18 0:00,14/9/18 0:00
974,11416,154,6,398,413,87,500,387,168,306,137,115,472,231,364,40,52,40,74,10,47,5,87,22,32,73,14/9/18 0:00,14/9/18 0:00
975,11417,330,460,7,82,425,239,313,109,196,35,91,66,68,492,115,54,67,60,23,14,49,44,47,82,63,14/9/18 0:00,14/9/18 0:00
976,11418,33,180,149,441,299,385,193,55,404,323,431,210,400,472,479,36,46,44,92,29,72,48,25,80,79,14/9/18 0:00,14/9/18 0:00
977,11419,408,372,235,472,82,129,208,144,155,150,383,50,154,72,185,12,1,14,99,29,6,48,68,51,49,14/9/18 0:00,14/9/18 0:00
978,11420,226,183,74,68,416,28,247,377,139,187,454,254,330,169,293,15,82,64,78,50,69,20,85,28,75,14/9/18 0:00,14/9/18 0:00
979,11421,324,204,146,13,466,283,401,158,421,2,179,381,281,41,214,79,44,36,15,5,15,82,73,64,61,14/9/18 0:00,14/9/18 0:00
980,11422,191,447,385,424,444,489,3,104,495,157,298,207,427,367,15,95,30,49,26,0,47,20,62,1,20,14/9/18 0:00,14/9/18 0:00
981,11423,160,370,102,415,490,126,239,26,53,149,385,271,45,106,421,67,56,50,74,77,84,100,38,65,17,14/9/18 0:00,14/9/18 0:00
982,11426,457,201,401,151,238,127,201,439,331,200,260,111,28,431,405,11,14,57,2,63,7,16,23,73,13,14/9/18 0:00,14/9/18 0:00
983,11427,407,91,104,46,402,102,286,350,78,426,471,486,345,256,46,47,65,66,3,29,78,52,97,40,62,14/9/18 0:00,14/9/18 0:00
984,11428,283,75,327,121,474,32,100,196,260,92,284,474,95,409,447,87,58,71,93,57,1,92,11,9,49,14/9/18 0:00,14/9/18 0:00
985,11429,450,18,383,378,267,463,110,188,197,262,200,96,76,151,295,84,32,85,1,55,27,99,92,16,93,14/9/18 0:00,14/9/18 0:00
986,11432,191,32,389,303,223,464,264,440,462,295,467,192,408,484,333,24,91,94,80,16,93,50,52,7,32,14/9/18 0:00,14/9/18 0:00
987,11433,312,355,429,390,81,381,48,394,301,126,85,239,459,85,154,48,30,76,15,94,83,32,80,28,23,14/9/18 0:00,14/9/18 0:00
988,11434,224,401,351,286,83,366,424,106,114,173,354,253,336,470,2,10,94,42,27,12,44,6,17,92,90,14/9/18 0:00,14/9/18 0:00
989,11435,262,253,344,443,354,308,174,298,72,328,332,125,204,5,154,34,88,90,32,22,36,66,64,78,89,14/9/18 0:00,14/9/18 0:00
990,11436,173,412,424,249,258,77,488,286,241,366,399,42,408,162,135,79,45,13,56,49,42,10,5,61,33,14/9/18 0:00,14/9/18 0:00
991,11501,69,41,231,459,310,46,8,25,247,467,280,191,84,37,189,83,48,66,17,88,33,56,64,69,77,14/9/18 0:00,14/9/18 0:00
992,11507,371,151,247,405,60,269,46,440,205,15,147,171,495,432,453,0,17,92,36,64,100,75,85,85,66,14/9/18 0:00,14/9/18 0:00
993,11509,290,401,194,211,86,435,225,23,236,332,454,346,200,127,493,49,76,46,73,11,49,91,39,55,17,14/9/18 0:00,14/9/18 0:00
994,11510,40,226,468,341,497,109,402,427,14,316,68,169,499,248,261,10,55,21,38,66,18,50,85,48,4,14/9/18 0:00,14/9/18 0:00
995,11514,307,379,165,127,124,271,78,202,449,293,36,458,355,378,303,97,94,6,43,97,52,88,8,42,17,14/9/18 0:00,14/9/18 0:00
996,11516,454,137,464,22,42,348,479,300,434,32,121,446,117,390,61,46,4,47,43,73,81,11,35,31,38,14/9/18 0:00,14/9/18 0:00
997,11518,52,84,410,402,125,112,326,468,386,129,241,232,91,319,210,90,32,74,75,7,67,13,35,5,22,14/9/18 0:00,14/9/18 0:00
998,11520,471,328,95,443,36,366,190,375,141,218,235,392,440,294,30,17,72,15,42,95,64,6,2,68,86,14/9/18 0:00,14/9/18 0:00
999,11530,418,52,263,241,1,435,465,340,461,401,221,223,149,445,230,1,10,53,16,59,30,3,27,7,90,14/9/18 0:00,14/9/18 0:00
1000,11542,218,401,141,339,474,200,258,376,155,138,472,352,112,209,99,70,33,41,11,99,76,32,73,97,47,14/9/18 0:00,14/9/18 0:00
1001,11545,328,492,276,424,283,448,32,461,380,273,269,451,322,480,174,6,55,94,57,90,67,56,41,15,3,14/9/18 0:00,14/9/18 0:00
1002,11548,73,342,62,177,320,209,492,460,221,183,146,251,226,163,77,59,36,69,37,98,29,23,22,77,93,14/9/18 0:00,14/9/18 0:00
1003,11550,489,157,271,132,379,257,328,225,194,46,39,81,247,243,197,48,11,67,49,88,9,10,61,35,78,14/9/18 0:00,14/9/18 0:00
1004,11552,49,493,65,269,239,366,57,444,321,424,447,71,108,457,398,69,25,14,44,67,86,20,88,92,65,14/9/18 0:00,14/9/18 0:00
1005,11553,312,279,453,124,272,227,400,493,110,221,457,208,41,350,163,43,98,16,9,85,23,26,90,6,8,14/9/18 0:00,14/9/18 0:00
1006,11554,383,332,168,319,200,387,360,469,245,2,219,170,334,43,4,22,35,79,77,63,24,41,60,66,34,14/9/18 0:00,14/9/18 0:00
1007,11557,312,202,417,363,101,298,172,498,312,273,3,29,45,191,393,65,12,55,27,4,33,56,97,68,28,14/9/18 0:00,14/9/18 0:00
1008,11558,423,68,182,463,439,118,39,343,391,203,110,412,437,89,112,42,53,72,49,62,17,76,100,82,98,14/9/18 0:00,14/9/18 0:00
1009,11559,500,368,205,437,424,187,27,493,76,147,222,15,201,241,454,46,63,0,32,41,35,47,36,16,96,14/9/18 0:00,14/9/18 0:00
1010,11560,217,116,54,48,46,148,7,447,143,481,117,131,190,474,62,97,22,79,43,34,52,16,57,22,5,14/9/18 0:00,14/9/18 0:00
1011,11561,404,91,243,301,249,49,172,451,454,260,465,350,292,59,19,82,30,82,12,28,87,87,81,18,31,14/9/18 0:00,14/9/18 0:00
1012,11563,297,291,142,390,70,190,304,492,477,254,447,457,18,202,358,73,84,70,72,42,11,63,87,33,41,14/9/18 0:00,14/9/18 0:00
1013,11565,377,175,493,245,442,146,221,193,63,129,470,212,475,161,297,91,45,98,47,32,6,57,41,93,64,14/9/18 0:00,14/9/18 0:00
1014,11566,125,448,89,247,455,254,355,122,296,202,496,255,117,73,279,70,24,99,32,78,66,49,98,2,49,14/9/18 0:00,14/9/18 0:00
1015,11568,357,336,41,228,422,254,471,317,7,22,472,59,284,458,340,42,10,57,36,74,7,55,95,15,1,14/9/18 0:00,14/9/18 0:00
1016,11570,10,391,208,419,257,492,385,4,124,474,248,278,104,55,478,37,18,98,10,18,95,55,77,22,6,14/9/18 0:00,14/9/18 0:00
1017,11572,50,197,131,115,241,57,61,330,166,483,187,334,165,399,215,85,78,7,26,65,53,28,59,93,19,14/9/18 0:00,14/9/18 0:00
1018,11575,245,219,408,223,56,226,22,274,371,286,406,462,457,443,496,72,27,82,33,49,84,88,22,45,98,14/9/18 0:00,14/9/18 0:00
1019,11576,258,475,257,486,452,425,379,241,189,353,3,446,62,23,469,31,99,49,92,89,22,35,29,50,88,14/9/18 0:00,14/9/18 0:00
1020,11577,488,338,253,211,121,244,154,492,24,244,39,309,142,449,137,83,59,31,10,90,31,78,90,40,56,14/9/18 0:00,14/9/18 0:00
1021,11579,261,422,59,451,494,482,361,452,349,374,360,420,175,228,310,48,61,49,18,77,85,43,87,55,60,14/9/18 0:00,14/9/18 0:00
1022,11580,490,491,67,195,235,269,184,56,350,363,357,115,385,427,419,98,49,48,55,54,74,41,17,31,58,14/9/18 0:00,14/9/18 0:00
1023,11581,14,239,403,3,321,76,287,381,398,395,298,134,137,249,249,84,69,6,16,2,66,98,76,61,42,14/9/18 0:00,14/9/18 0:00
1024,11590,97,175,22,323,235,142,29,236,394,84,238,262,82,55,158,25,94,41,11,59,20,89,67,84,67,14/9/18 0:00,14/9/18 0:00
1025,11596,393,310,65,156,37,53,186,490,373,189,292,143,409,204,50,41,49,66,97,83,43,63,14,84,9,14/9/18 0:00,14/9/18 0:00
1026,11598,5,494,415,115,437,215,60,52,283,130,449,311,187,245,168,40,100,32,18,64,77,78,43,56,92,14/9/18 0:00,14/9/18 0:00
1027,11691,193,174,237,35,423,184,437,230,302,113,117,329,230,373,156,6,66,6,79,2,15,98,15,65,17,14/9/18 0:00,14/9/18 0:00
1028,11692,54,252,41,115,352,483,172,341,264,434,1,247,151,16,171,92,88,57,2,56,90,40,78,59,28,14/9/18 0:00,14/9/18 0:00
1029,11693,14,395,8,44,6,467,430,28,314,441,169,324,422,452,410,89,63,2,57,65,56,73,56,8,4,14/9/18 0:00,14/9/18 0:00
1030,11694,341,152,348,245,221,259,41,342,270,443,76,89,209,44,393,38,39,8,57,49,17,63,58,68,1,14/9/18 0:00,14/9/18 0:00
1031,11697,376,409,48,63,122,449,81,390,483,252,353,89,391,375,1,62,78,54,10,40,60,64,58,45,89,14/9/18 0:00,14/9/18 0:00
1032,11701,210,296,151,211,302,244,26,149,423,439,395,233,210,197,44,3,89,45,99,23,19,67,69,29,81,14/9/18 0:00,14/9/18 0:00
1033,11702,202,444,393,96,32,173,319,443,475,374,1,35,476,117,209,0,16,74,93,85,4,41,32,67,94,14/9/18 0:00,14/9/18 0:00
1034,11703,122,257,403,239,34,290,450,26,355,29,308,13,1,8,475,33,78,7,81,47,40,74,26,36,69,14/9/18 0:00,14/9/18 0:00
1035,11704,466,365,56,483,428,343,266,311,335,351,277,493,323,242,415,29,90,26,41,61,75,77,35,74,95,14/9/18 0:00,14/9/18 0:00
1036,11705,499,339,416,325,400,383,254,149,54,170,141,411,339,276,265,10,21,64,98,63,81,88,52,97,44,14/9/18 0:00,14/9/18 0:00
1037,11706,486,186,355,374,303,133,219,329,202,490,164,234,60,299,60,79,45,39,35,39,31,2,62,79,2,14/9/18 0:00,14/9/18 0:00
1038,11709,182,325,294,287,485,20,484,198,419,446,140,59,273,383,257,55,77,54,7,12,25,85,79,17,77,14/9/18 0:00,14/9/18 0:00
1039,11710,174,347,80,455,372,394,426,169,371,46,209,164,376,18,166,84,33,43,55,98,21,100,15,73,29,14/9/18 0:00,14/9/18 0:00
1040,11713,357,98,56,250,141,355,138,382,405,319,332,495,237,63,252,84,49,44,67,36,90,11,85,19,92,14/9/18 0:00,14/9/18 0:00
1041,11714,256,272,239,258,122,414,164,287,450,378,281,499,407,78,443,79,69,94,6,14,18,96,10,89,65,14/9/18 0:00,14/9/18 0:00
1042,11715,263,55,231,478,447,151,277,398,388,498,276,171,63,74,495,61,47,20,24,23,94,90,38,56,9,14/9/18 0:00,14/9/18 0:00
1043,11716,334,70,379,122,160,161,434,247,245,492,365,440,173,422,195,53,28,31,75,40,10,75,31,78,26,14/9/18 0:00,14/9/18 0:00
1044,11717,391,71,12,26,340,195,321,193,398,412,20,72,81,51,91,83,3,55,0,8,54,26,18,50,96,14/9/18 0:00,14/9/18 0:00
1045,11718,283,283,112,465,26,351,269,335,52,245,437,467,41,150,286,39,86,71,67,56,22,1,56,99,28,14/9/18 0:00,14/9/18 0:00
1046,11719,313,481,499,248,77,272,183,400,53,481,7,380,410,342,87,81,95,16,43,73,65,18,72,95,23,14/9/18 0:00,14/9/18 0:00
1047,11720,306,140,60,249,299,370,312,130,324,290,221,110,464,42,391,28,12,18,94,93,78,27,7,98,33,14/9/18 0:00,14/9/18 0:00
1048,11721,133,447,399,426,314,149,243,241,139,421,102,365,466,330,357,4,40,66,20,22,31,67,59,14,70,14/9/18 0:00,14/9/18 0:00
1049,11722,325,337,332,351,305,330,427,296,7,401,215,105,224,149,228,3,68,12,58,68,30,43,2,12,25,14/9/18 0:00,14/9/18 0:00
1050,11724,393,205,40,122,59,223,329,175,382,289,65,236,203,485,462,53,72,41,58,39,89,52,65,31,77,14/9/18 0:00,14/9/18 0:00
1051,11725,139,489,301,224,242,467,314,299,114,294,205,276,418,282,289,48,20,63,48,79,75,32,18,73,16,14/9/18 0:00,14/9/18 0:00
1052,11726,11,154,454,324,451,22,221,261,210,1,22,44,327,283,280,97,74,2,76,87,8,43,68,76,87,14/9/18 0:00,14/9/18 0:00
1053,11727,417,483,233,319,254,220,77,500,390,132,99,188,190,251,209,50,45,7,1,62,22,37,100,7,59,14/9/18 0:00,14/9/18 0:00
1054,11729,198,318,465,456,312,482,140,129,174,297,197,193,359,51,35,100,69,91,71,16,10,31,10,39,29,14/9/18 0:00,14/9/18 0:00
1055,11730,92,291,109,340,307,300,231,261,161,184,49,388,86,425,70,24,5,99,69,55,21,28,74,95,77,14/9/18 0:00,14/9/18 0:00
1056,11731,40,265,231,413,408,92,10,33,471,130,24,151,188,341,247,83,94,53,29,47,70,37,73,53,67,14/9/18 0:00,14/9/18 0:00
1057,11732,292,490,380,404,381,84,307,173,138,369,263,74,18,120,498,95,44,88,32,11,49,81,60,16,10,14/9/18 0:00,14/9/18 0:00
1058,11733,227,358,478,144,496,487,90,401,330,98,180,84,465,214,76,29,18,0,14,31,51,13,79,61,83,14/9/18 0:00,14/9/18 0:00
1059,11735,344,296,122,432,178,122,373,106,126,413,22,136,309,151,46,28,32,43,14,75,84,70,60,60,53,14/9/18 0:00,14/9/18 0:00
1060,11738,209,437,374,29,326,209,83,57,76,122,271,114,280,384,9,31,85,52,91,57,96,95,65,64,43,14/9/18 0:00,14/9/18 0:00
1061,11740,467,165,388,9,364,163,263,141,327,448,498,125,69,344,479,98,54,90,98,60,9,32,66,94,31,14/9/18 0:00,14/9/18 0:00
1062,11741,384,429,481,480,477,318,293,384,217,361,409,289,113,170,123,57,61,24,80,44,52,67,44,66,9,14/9/18 0:00,14/9/18 0:00
1063,11742,204,56,237,10,407,204,136,393,232,172,182,275,460,325,429,56,44,63,28,18,19,73,13,26,70,14/9/18 0:00,14/9/18 0:00
1064,11743,21,498,224,120,84,38,202,432,460,123,500,212,441,93,295,9,51,64,21,38,82,37,79,83,41,14/9/18 0:00,14/9/18 0:00
1065,11746,213,418,119,3,277,276,439,497,488,263,4,325,102,421,374,9,63,63,34,66,43,85,60,27,46,14/9/18 0:00,14/9/18 0:00
1066,11747,423,355,313,414,254,472,312,66,418,60,191,274,305,13,112,53,2,44,66,85,51,91,5,78,28,14/9/18 0:00,14/9/18 0:00
1067,11751,73,237,490,291,372,376,421,115,301,379,448,208,275,353,266,53,82,43,42,52,2,20,80,60,37,14/9/18 0:00,14/9/18 0:00
1068,11752,223,337,103,27,68,377,332,311,454,215,370,240,275,12,306,6,81,30,16,83,64,96,42,44,3,14/9/18 0:00,14/9/18 0:00
1069,11753,225,281,263,7,403,361,457,423,224,156,102,79,83,482,126,54,43,48,21,100,3,59,60,5,89,14/9/18 0:00,14/9/18 0:00
1070,11754,354,40,95,35,14,214,465,395,221,30,463,428,67,180,273,32,46,51,0,63,11,34,24,65,58,14/9/18 0:00,14/9/18 0:00
1071,11755,211,437,362,86,122,332,433,416,168,116,487,34,348,180,234,94,6,38,33,72,39,97,35,50,49,14/9/18 0:00,14/9/18 0:00
1072,11756,130,444,321,12,452,327,412,425,148,467,273,206,316,68,249,8,89,1,13,63,5,1,26,94,22,14/9/18 0:00,14/9/18 0:00
1073,11757,417,238,301,345,339,315,289,128,402,476,166,333,82,8,80,53,16,68,23,46,66,63,72,42,83,14/9/18 0:00,14/9/18 0:00
1074,11758,158,497,263,185,162,405,320,101,83,67,220,164,452,79,266,97,2,81,34,63,27,92,10,63,9,14/9/18 0:00,14/9/18 0:00
1075,11762,43,458,185,309,69,189,338,210,383,146,115,41,302,218,62,100,88,67,3,21,58,78,68,61,86,14/9/18 0:00,14/9/18 0:00
1076,11763,51,32,195,308,165,440,411,170,91,98,443,206,296,226,333,52,17,41,8,49,91,14,40,17,6,14/9/18 0:00,14/9/18 0:00
1077,11764,91,466,289,258,183,280,288,341,448,395,415,212,401,389,259,39,94,26,47,4,92,30,88,95,14,14/9/18 0:00,14/9/18 0:00
1078,11765,113,362,147,203,387,304,59,437,247,208,39,380,164,132,224,2,94,45,22,43,20,45,28,43,90,14/9/18 0:00,14/9/18 0:00
1079,11766,153,11,111,125,47,31,451,350,332,158,78,195,475,427,287,31,29,28,18,37,62,65,1,16,89,14/9/18 0:00,14/9/18 0:00
1080,11767,33,76,175,166,37,56,446,376,457,491,348,232,218,242,379,33,100,46,35,74,47,41,64,38,33,14/9/18 0:00,14/9/18 0:00
1081,11768,172,331,265,223,318,90,447,382,418,300,159,483,341,269,341,79,67,15,60,46,98,58,77,50,52,14/9/18 0:00,14/9/18 0:00
1082,11769,394,395,293,407,221,274,473,495,398,372,280,177,336,251,15,16,32,76,40,90,81,0,55,38,19,14/9/18 0:00,14/9/18 0:00
1083,11770,446,363,389,398,16,184,122,400,56,55,25,123,161,13,222,28,43,40,47,80,88,16,19,95,59,14/9/18 0:00,14/9/18 0:00
1084,11771,340,476,408,102,31,138,271,59,499,244,144,378,238,192,272,7,5,12,83,97,6,59,76,76,78,14/9/18 0:00,14/9/18 0:00
1085,11772,9,261,388,445,442,445,28,93,475,365,341,179,347,308,287,51,72,26,31,45,53,15,100,38,26,14/9/18 0:00,14/9/18 0:00
1086,11776,73,170,309,208,105,47,30,110,339,233,244,162,329,24,225,3,30,94,64,72,78,94,23,63,65,14/9/18 0:00,14/9/18 0:00
1087,11777,74,239,102,53,289,450,291,55,407,249,150,100,197,216,402,55,61,44,100,73,44,69,95,71,93,14/9/18 0:00,14/9/18 0:00
1088,11778,194,214,430,144,110,252,372,58,390,395,251,161,80,312,365,81,28,92,25,42,66,35,57,84,50,14/9/18 0:00,14/9/18 0:00
1089,11779,211,430,363,116,361,35,317,410,413,281,222,84,52,204,238,1,95,51,81,83,86,96,8,93,13,14/9/18 0:00,14/9/18 0:00
1090,11780,212,61,274,280,205,183,490,123,419,176,250,9,157,328,425,55,3,9,32,36,76,68,32,78,9,14/9/18 0:00,14/9/18 0:00
1091,11782,368,90,397,371,355,176,384,421,92,57,348,359,238,234,435,12,89,93,95,36,16,78,35,94,69,14/9/18 0:00,14/9/18 0:00
1092,11783,330,222,391,181,417,303,52,69,115,98,489,437,487,254,480,35,77,77,80,45,78,57,23,51,34,14/9/18 0:00,14/9/18 0:00
1093,11784,404,48,358,470,178,248,383,239,88,303,114,418,5,281,220,32,76,28,67,56,70,56,48,41,62,14/9/18 0:00,14/9/18 0:00
1094,11786,9,121,337,120,72,187,487,229,265,31,42,1,224,123,400,59,31,51,89,6,61,64,28,28,75,14/9/18 0:00,14/9/18 0:00
1095,11787,417,306,242,462,305,372,146,225,88,253,47,130,422,39,378,16,36,65,98,80,80,2,37,85,51,14/9/18 0:00,14/9/18 0:00
1096,11788,215,180,225,342,247,187,477,75,380,39,148,159,449,170,379,96,43,60,68,98,14,81,5,83,95,14/9/18 0:00,14/9/18 0:00
1097,11789,160,466,350,86,477,321,230,272,39,195,199,11,406,28,385,100,20,89,1,69,9,61,11,22,40,14/9/18 0:00,14/9/18 0:00
